Author,Article title,Issue,Date,Subject location,Subject keywords
"RICHARDS, KEN",The Channel Tunnel,56,Apr-1986,,Channel Tunnel
Ffrancon,A message from David M. Dialectic,56,Apr-1986,,cartoon;
"SMITH, DAI",Back to the future,56,Apr-1986,,Historiography;Wales
"Gimpel, A.",Chile since the coup: a chronology,56,Apr-1986,Chile,military coup;
"Jenkins, Nigel",A life in exile?,56,Apr-1986,,Chile;Chilean exiles in Wales
"WHITE, ANNIE",A priest for the people,56,Apr-1986,,"Maroto, Rafael"
"STEWART, JAMES",Welsh MPs and British policies,56,Apr-1986,,Chile;Welsh MPs;foreign policy;politics;MPs;
"Davies, Brian",Swansea and the Chilean copper trade,56,Apr-1986,Swansea;Chile;,copper trade;
"Gatica, Humberto",Through the view-finder,56,Apr-1986,Neath,photography;
"RAYFIELD, DONALD",Shevardnadze's Georgia,56,Apr-1986,Georgia,"Shevardnadze, Edouard"
"Jenkins, Nigel",Invading the incasion,56,Apr-1986,Chile;,music
"Finch, Peter",Dwarf grapes?,56,Apr-1986,,Publishing;small presses
"Brown, George Mackay",The April play,56,Apr-1986,,poem;
"Hughes, Dai",Swonzee boy see,56,Apr-1986,,poem;
"Neruda, Pablo",Los dictadores/Dictators (tr. Malcolm Parr),56,Apr-1986,Falkland/Malvinas;Argentina,poem;
"Parr, Malcolm",Dictators,56,Apr-1986,Falkland/Malvinas;Argentina,poem;
Ffrancon,Dai Dialectic is on holiday,57,Jun-1986,,cartoon;
"THOMAS, NED",The view from MontrÃ©al,57,Jun-1986,Montreal;,minority languages;
"Baxter, John",A miner's life sentence,57,Jun-1986,,judicial system;Prosecution Dean Hancock and Russell Shankland
"Minhinnick, Robert",Cardiff Literature Festival,57,Jun-1986,Cardiff;,Cardiff Literature Festival;
"Huws, Helga",The Ossian Prize,57,Jun-1986,,"Academi Gymreig, Yr;"
"Disney, Michael",Icebergs in the sky,57,Jun-1986,La Palma;,astronomy;language;
"Barnie, John",Beating the bounds,57,Jun-1986,,poetry;politics
"REES, TERESA","Last hired, first fired?",57,Jun-1986,,Employment;women
"WINCKLER, VICTORIA","Last hired, first fired?",57,Jun-1986,,Employment;women
"Edwards, G.E.",Women at work in the two Germanies,57,Jun-1986,Germany,Employment;women
"Bartholomew, Kate",,57,Jun-1986,England;,migration
"Dobbs, Patrick",Family farms and farming families,57,Jun-1986,,agriculture;farming;
"Brown, Stewart",Grass (interview with meg Stevens),57,Jun-1986,Wales,Painting of and in Wales;art
"STEVENS, MEG",Grass (interview with Stewart Brown),57,Jun-1986,Wales,Painting of and in Wales;art
"Davies, Gwen",Feminists focus up,57,Jun-1986,,Feminism;films;
"Osmond, John",The murder of HIlda Murrell,57,Jun-1986,,murder;crime;nuclear power;dissidence;
"WORTHINGTON, PHILIP HARRIS",Living without work,57,Jun-1986,Ulster,unemployment;
"Jenkins, Mike",A dissident voice,57,Jun-1986,,poem;
"Leonard, Tom",from Situations Theoretical and Contemporary,57,Jun-1986,,poem;
"Leonard, Tom",The rule of law,57,Jun-1986,,poem;
"Moules, Sue",The legend,57,Jun-1986,,poem;
"Davies, Gwen",A German painter in Pembrokeshire,58,Aug-1986,Pembrokeshire;Germany;,art;
"THOMAS, NED",The Waldo dialectic,58,Aug-1986,,
"STEPHENS, ELAN CLOSS",After the commercial brake,58,Aug-1986,,"advertising, television;"
Ffrancon,Dai Dialectic and the body politic,58,Aug-1986,,cartoon;
"Francis, Hywel",From Wales to Spain to Nicaragua,58,Aug-1986,Wales;Spain;Nicaragua,
"Davies, Gwen",See yourself as others see you,58,Aug-1986,Australia;,Celtic studies;
"Gee, Kenneth",A German painter in Pembrokeshire,58,Aug-1986,Preseli,Painting of and in Wales
"Davies, Janet",The fight for Preseli,58,Aug-1986,Pembrokeshire;,army training areas;defence;army training areas;
"Cullen, Greg",The real war,58,Aug-1986,,Falklands War
"TIGHE, CARL",Ed Anger's Angst,58,Aug-1986,Libya;United States;,"Anger, Ed.;journalism;"
"Minhinnick, Robert",Positivley Fink Street,58,Aug-1986,United States of America,
"Dressel, Jon",A saloon of my own,58,Aug-1986,United States;,"Pound, Ezra"
"Barnie, John",Big road Blues,58,Aug-1986,,music;blues;
"Jenkins, Nigel",The poaching of Aled Jones,58,Aug-1986,,Cwmni Recordiau Sain;music;
"Okey, Robin",The first Welsh language society,58,Aug-1986,,Society for the Utilisation of the Welsh Language
"Conran, Tony",F.R. Konekamp (tr.),58,Aug-1986,,poem;
Gwenallt,F.R. Konekamp (tr. Tony Conran),58,Aug-1986,,poem;
"Pitt, Mair",The new suit man,58,Aug-1986,,poem;
"Stevens, Meg",Conversation in the ladies,58,Aug-1986,,poem;
"Stow, Randolph",The clock in the empty house,58,Aug-1986,,poem;
"Davies, Janet","The ""No"" campaign papers",59,Oct-1986,,
"Harris, Chris",What happened at Margam,59,Oct-1986,Margam;Port Talbot;,steel;redundancy;unemployment;
"Minhinnick, Robert",Waldsterben,59,Oct-1986,,trees;pollution;environment;acid rain;
"STEWART, JAMES",The state of the Union,59,Oct-1986,,Welsh Union of Writers;
"Mourby, Adrian",After the Valley,59,Oct-1986,,Drama;Welsh
"Barnie, John",Glory glory academic,59,Oct-1986,,Literature and region
"THOMAS, NED",Between the Acts,59,Oct-1986,,Welsh Language Act;devolution
Ffrancon,Dai Dialectic and the body politic,59,Oct-1986,,cartoon;
"THOMAS, NED",Decolonizing the mind,59,Oct-1986,Africa;,literature;colonialism;culture;Ngugi wa Thiong'o
"PARNELL, MICHAEL",Years of apprenticeship,59,Oct-1986,,"Thomas, Gwyn (1913-81)"
"PISTOL, PAOLO",Ethnic identity and political mobilization (tr. Tom Nairn),59,Oct-1986,,ethnicity;ethnic identity
"Chapman, Michael;",Soweto Poetry,59,Oct-1986,Soweto;South Africa;,Soweto poetry
"Edmond, Lauris",Three poems on Utah,59,Oct-1986,,poem;
"Barnie, John",The art of puffing,60,Dec-1986,,"Amis, Kingsley;"
"Minhinnick, Robert",The scheme of things,60,Dec-1986,,Community Programme
"Iorweth, Dylan",Two months,60,Dec-1986,,column;current affairs;
"STEWART, JAMES",Military fund college research,60,Dec-1986,,defence;military research;
"Cunningham, Chris",Scotland after Younger,60,Dec-1986,,
"ROBERTSON, DOUGLAS S",Scotland after Younger,60,Dec-1986,,"politics;education, alternative;"
"Clifford, Desmond",Alternative schools,60,Dec-1986,,
Ffrancon,Dai Dialectic and the body politic,60,Dec-1986,,cartoon;
Anthony John,Workless images,60,Dec-1986,Ulster,unemployment
"WILLIAMS, GLANMOR","Our own Bible, 1588-1988",60,Dec-1986,,"Bible, Welsh;"
"Osmond, John","""We are actually situated in Wales...""",60,Dec-1986,Powys;Tanat Valley.,
"Jenkins, Nigel",An interview with John Tripp,60,Dec-1986,,
"TRIPP, JOHN",Interview (with Nigel Jenkins),60,Dec-1986,,
"Bell, Ian",Patter-merchants and chancers,60,Dec-1986,Glasgow;,creative writing;Literature;
"PALFREY, COLIN",Gypsies and the local authorities,60,Dec-1986,,local government/authorities;Gypsies
"Davies, Gwen",Staying put?,60,Dec-1986,,local government/authorities;Gypsies
"Jones, Gwynn",Where are the Welsh children's classics?,60,Dec-1986,,children's literature;Welsh
"Jones, Mairwen",Where are the Welsh children's classics?,60,Dec-1986,,children's literature;Welsh
"PERRY, ALAN",The poet's progress,60,Dec-1986,,poetry;
"THOMAS, BETH",The breaking of Pont-rhyd-y-fen,60,Dec-1986,Pont-rhyd-y-fen,
"Dent, Janet",Educating Rhian,60,Dec-1986,,education;home
"Conran, Tony",A fern from Skye,60,Dec-1986,,poem;
"Moules, Sue",The bird of Wales,60,Dec-1986,,poem;
"Schwenk, Norman",White lady,60,Dec-1986,,poem;
"THOMAS, R.S.",What fate for the language?,61,Feb-1987,,"language;Lewis, Saunders;"
"Butler, Chris",What fate for the language?,61,Feb-1987,,"language;Lewis, Saunders;"
"Okey, Robin",What fate for the language?,61,Feb-1987,,"language;Lewis, Saunders;"
"WILLIAMS, PHIL",Several lifetimes in computering,61,Feb-1987,,information technology;computers;
"THOMAS, NED",Processed world,61,Feb-1987,,information technology
"Iorweth, Dylan",Two months,61,Feb-1987,,column;current affairs;
"STEWART, JAMES",Radiation â€” cloud with a silver lining?,61,Feb-1987,Chernobyl,nuclear power
"Downes, David",A long day's journey into night,61,Feb-1987,,arts;
Ffrancon,Dai Dialectic and the body politic,61,Feb-1987,,cartoon;
"Jenkins, Mike",Cultural vandalism in Merthyr,61,Feb-1987,Merthyr Tydfil;,arts;
"Humphreys, Emyr",The third difficulty,61,Feb-1987,,"Fiction;Lewis, Saunders;language;"
"REES, IOAN BOWEN",The fate for the language?,61,Feb-1987,,"language;Lewis, Saunders;"
"SCHIAVONE, TONI",What fate for the language,61,Feb-1987,,"language;Lewis, Saunders;"
"THOMAS, NED",What fate for the language?,61,Feb-1987,,"language;Lewis, Saunders;"
"Morris, Jan",French dreams,61,Feb-1987,France;,
"PERRY, ALAN",The poet's progress,61,Feb-1987,,
"Minhinnick, Robert",In a class of our own,61,Feb-1987,,adult education;
"Barnie, John",The rim and the centre,61,Feb-1987,Australia;,"literature;poetry;Jenkins, Joseph;"
"Harvey, John",The art of piety,61,Feb-1987,Wales;,art;nonconformity;
"Aspen, Bryan",Unamuno on Fuerteventura,61,Feb-1987,,poem;
"Beynon, B.W.",Rubbery,61,Feb-1987,,poem;
"Clancy, Joseph P.",Chance child (tr.),61,Feb-1987,,poem;
"Forbes, Calvin",Kindness,61,Feb-1987,,poem;
"Gramich, Katie",Opening a bale,61,Feb-1987,,poem;
"Lawrence, Huw",Williams' vision,61,Feb-1987,,poem;
"Lewis, Saunders",Plentyn siawns/Chance child (tr. Joseph P. Clancy),61,Feb-1987,,poem;
"Miles, Kathy",Portrait of a jewelled lady,61,Feb-1987,,poem;
"Poole, Richard",An auction,61,Feb-1987,,poem;
"Verdon, Robert",Love,61,Feb-1987,,poem;
"Nairn, Tom",All manner of folks,62,Apr-1987,Scotland;,
"Iorweth, Dylan",Two months,62,Apr-1987,,column;current affairs;
Ffrancon,Dai Dialectic and the body politic,62,Apr-1987,,cartoon;
"PRICE, LINNIE",Monitoring the Heartbeat,62,Apr-1987,,health;heart disease
"RUSSELL, JILL",Monitoring the Heartbeat,62,Apr-1987,,health;heart disease
"Osmond, John",A million on the move,62,Apr-1987,,migration
"Davies, Gwen",A dictionary of place-names?,62,Apr-1987,,place-names
"Barnie, John",The Laureate and thte Firm,62,Apr-1987,,"Firm, The;Hughes, Ted;"
"Morris, Jan","An entirely imaginary interview with Charles, Prince of Wales",62,Apr-1987,,"monarchy;Charles, Prince of Wales"
"WILLIAMS, GWYN A.",Defending the USSR,62,Apr-1987,Dowlais,
"Barnie, John",Easing the tension (interview with Rayond Garlick),62,Apr-1987,,Anglo-Welsh literature;Dock Leaves
"Garlick, Raymond",Easing the tension (interview with John Barnie),62,Apr-1987,,Anglo-Welsh literature;Dock Leaves
"Maby, Cedric",Wartime diplomacy in Turkey,62,Apr-1987,Turkey;,
"WILLIAMS, GWYN",An ymryson beirdd in Egypt,62,Apr-1987,Egypt,
"Gruffydd, Peter",Some displaced elements,62,Apr-1987,Caernarfon;Gernika,World War II;evacuees
"Osborn, Louise",Imagining the War,62,Apr-1987,,War;World War II
"Minhinnick, Robert",On the Pill,62,Apr-1987,Newport,
"Bendon, Chris",Anglo-Welsh Poetry,62,Apr-1987,,poem;
"Davies, John",Prys,62,Apr-1987,,poem;
"Minhinnick, Robert",The hot-house,62,Apr-1987,,poem;
"Wilkins, Helen",Our Language,62,Apr-1987,,poem;
"THOMAS, M. WYNN",Airs on a shoe string,63,Jun-1987,,Literature funding;Welsh Arts Council;
"Barnie, John",Reflections (interview with Gwyn Jones),63,Jun-1987,,Scholarship
"Jones, Gwyn",Reflections (interview with John Barnie),63,Jun-1987,,Scholarship
"Iorweth, Dylan",Two months,63,Jun-1987,,column;current affairs;
"Hudson, Clare",TV film world turned upside down,63,Jun-1987,,celtic film;
Ffrancon,Dai Dialectico and the body politico,63,Jun-1987,,cartoon;
"Davies, Gwen",Decolonizing the class-room,63,Jun-1987,,colonialism;culture;development;eduction
"Jones, Sally Roberts",Update on Pontrhydyfen,63,Jun-1987,Pontrhydyfen;,
"THOMAS, NED",From Gernika to Korrika,63,Jun-1987,Gernika;Basque Provinces;,Euskadi
"Minhinnick, Robert",Our back pages,63,Jun-1987,,Football;rugby
"Barnie, John",heoric laughter,63,Jun-1987,,"Henry VII, King of England;hero in literature"
"Christie, Clive",The Ulster Protestants and national identity,63,Jun-1987,Ulster,national identity;protestantism
"Dawe, Gerald",Borders of  freedom,63,Jun-1987,Ireland,Irish poetry;literature;
"Disney, Michael",Fountains of air,63,Jun-1987,,gliding
"Lord, Peter",A Celtic muddle,63,Jun-1987,,Celtic art;Painting of and in Wales
"Henderson, Jean",Arthur Miles R.I.,63,Jun-1987,,
"ROBERTS, ALWYN",From a beleaguered city,63,Jun-1987,,broadcasting;
"Burrows, Wayne",The dung beetle,63,Jun-1987,,poem;
"Dawe, Gerald",Disturbances,63,Jun-1987,,poem;
"Dawe, Gerald",Quiet farm,63,Jun-1987,,poem;
"Hill, Greg",Dysgwr,63,Jun-1987,,poem;
"Houston, Douglas",Tramontane,63,Jun-1987,,poem;
"Jenkins, Mike",Snooker bar,63,Jun-1987,,poem;
"Mason, Neal",Atmospherics,63,Jun-1987,,poem;
"Miles, Kathy",The pardoner,63,Jun-1987,,poem;
"Curtis, Tony",Nos da Cardeeth,64,Aug-1987,Cardiff Arms Park;,"Bowie, David;"
"Osmond, John",Trying to undersand England,64,Aug-1987,England;,
"Jones, R. Gerallt",The last great Victorian?,64,Aug-1987,,Victorians;
"Iorweth, Dylan",Two months,64,Aug-1987,,column;current affairs;
"THOMAS, NED",Keeping Y Faner flying?,64,Aug-1987,,"Faner, Y;publishing;"
"Davies, Gwen",How green is their hiraeth,64,Aug-1987,Canada;United States;,Welsh in Canada;Welsh Americans;
Ffrancon,Dai Dialectico and the body politico,64,Aug-1987,,cartoon;
"Hill, Greg",English voices,64,Aug-1987,,Immigration;Welsh language
"PARRY-WILLIAMS, T.H.",Two essays (tr. Meic Stephens),64,Aug-1987,,translation;
"STEPHENS, MEIC",Translation Two essays (T.H. Parry-Williams),64,Aug-1987,,translation;
"Hourahane, Shelagh",Carving our inheritance,64,Aug-1987,,Sculpture
"Minhinnick, Robert",Trespassers,64,Aug-1987,,trespassing
SULLIVAN. C.W.,A wizard behind every bush,64,Aug-1987,United States;,Americans in Wales;children's literature;Anglo-Welsh
"TIGHE, CARL",A state of mind,64,Aug-1987,Poland,
"Halicz, Emanuel",The phoenix nation,64,Aug-1987,Poland,
"Adamson, Dave",No face forgotten,64,Aug-1987,,health;pneumoconiosis;coal industry
"STEVENS, TERRY",Psychic income is not enough,64,Aug-1987,,National Parks
"Bendon, Chris","Lobster, Aberaeron",64,Aug-1987,,poem;
"Brown, Stewart",Temper temper,64,Aug-1987,,poem;
"Curtis, Tony",Second half,64,Aug-1987,,poem;
"Elfyn, Menna","Mae pethau wedi newid, Mr Frost/Things have changed, Mr Frost",64,Aug-1987,,poem;
"Fisher, Catherine",Oubliette,64,Aug-1987,,poem;
"Jones, Huw",Synod,64,Aug-1987,,poem;
"Stewart, Pamela",Fiction's daughter,64,Aug-1987,,poem;
"Wilkins, Helen","14 July, Aberystwyth",64,Aug-1987,,poem;
"Harris, John",Letters from the cultural battlefront,65,Oct-1987,,"Newspapers;Rhys, Keidrych;publishing"
"Iorweth, Dylan",Two months,65,Oct-1987,,column;current affairs;
"Davies, Grahame",National Front Cymru,65,Oct-1987,,political identity;National Front Cymru
"STEWART, JAMES",South Wales NUM â€” undermined,65,Oct-1987,,National Union of Mineworkers;coal industry
Ffrancon,Dai Dialectico and the body politico,65,Oct-1987,,cartoon;
"Osmond, John",Dreaded devolution - back on the agenda,65,Oct-1987,,devolution;
"Morgan, Clarke",Monmouth celebrates Henry,65,Oct-1987,Monmouth;,"Henry V, King of England"
"Davies, Grahame",Our (other) links with Cuba,65,Oct-1987,Cuba;,
"Fevre, Ralph",The social creation of unemployment,65,Oct-1987,Port Talbot;Ulster;Eastern Europe;,BSC Port Talbot;steel industry;unemployment;
"Minhinnick, Robert",The treatment,65,Oct-1987,,health;mental illness
"Barnie, John",People of the Black mountains (interview with Raymond Williams),65,Oct-1987,Black Mountains;,
"WILLIAMS, RAYMOND",People of the Black Mountains (interview with John Barnie),65,Oct-1987,Black Mountains;,
"Haines, Meic",Land of my four grandfathers,65,Oct-1987,Cuba,
"Davies, Janet",Carnhuanawc,65,Oct-1987,,Carnhuanawe (Thomas Price)
"Bender, Rodney",A tradition of light,65,Oct-1987,,art;stained glass;
"Jenkins, Nigel",Lipstick on the gorilla - and beyond,65,Oct-1987,,
"Fisher, Catherine",Pilgrims,65,Oct-1987,,poem;
"Griffiths, David",Failure,65,Oct-1987,,poem;
"Davies, Grahame",National Front Cymru update,66,Dec-1987,,National Front Cymru;political identity;Conservative Party;South Wales Anti-Fascist Organisation
"Hill, Greg",A Welsh monk,66,Dec-1987,,"Ignatius, Father"
"Minhinnick, Robert",Chamber of horrors,66,Dec-1987,,health;leukaemia;nuclear power;
"THOMAS, NED",S4C and Europe,66,Dec-1987,,S4C;television;
"Iorweth, Dylan",Two months,66,Dec-1987,,column;current affairs;
"Davies, Gwen",The new education bill - how they responded,66,Dec-1987,,education;education bill (1987)
Ffrancon,Dai Dialectico and the body politico,66,Dec-1987,,cartoon;
"Murray, Les",A tribute to old delight,66,Dec-1987,,poetry;Welsh
"Foure, Yann",A Breton political exile,66,Dec-1987,Brittany,nationalism;
"Hughes, Catrin",A Breton political exile (interview with Yann Fouere),66,Dec-1987,Brittany;,nationalism;
"Clifford, Desmond",With the Irish in Frongoch,66,Dec-1987,Frongoch;Ireland,Easter Rising (1916)
"Francis, Michael",Frongoch prisoner-of-war-camp,66,Dec-1987,Frongoch;,Frongoch prisoner-of-war camp
"Edmond, Lauris",Beyond the boundaries,66,Dec-1987,,gender;poetry
"Elfyn, Menna",Beyond the boundaries,66,Dec-1987,,gender;poetry
"STEWART, PAMELA",Beyond the boundaries,66,Dec-1987,,gender;poetry
"Clarke, Gillian",Beyond the boundaries,66,Dec-1987,,gender;poetry
"Davies, Elwyn",A summer in Emsburen,66,Dec-1987,Emsburen;,
"Gramich, Katie",Yr Awr Hon - Welsh poetry in 1986,66,Dec-1987,,
"THOMAS, SIMON",Pulling pictures: the Geoff Charles Collection,66,Dec-1987,,"Charles, Geoff;photography"
"Dehandschutter, Lievin",One man's Resolution,66,Dec-1987,Belgium,"Kuijpers, Willy;minority languages"
"Hooker, Jeremy",Tel Gezer,66,Dec-1987,,poem;
"Jenkins, Mike",Fragments of the noise,66,Dec-1987,,poem;
"Pugh, Sheenagh",Official briefing for ministers on the recent violence in the capital,66,Dec-1987,,poem;
"Iorweth, Dylan",Two months,67,Feb-1988,,column;current affairs;
"Davies, Gwen",Behind the scenes,67,Feb-1988,,
Ffrancon,Dai Dialectico and the body politico,67,Feb-1988,,cartoon;
"THOMAS, NED",An infamous editorial,67,Feb-1988,Ireland;,economics;
"STEWART, JAMES",The king with no clothes,67,Feb-1988,,"Arthur, King;"
"Lord, Peter",A national icon,67,Feb-1988,Ardudwy;Llanbedr;,"Painting;Salem;Vosper, S. Curnow;"
"Davies, John, historian","Wales, ireland and Lloyd George",67,Feb-1988,Ireland;,"politics;Lloyd George, David;"
"Barnie, John",Fault lines,67,Feb-1988,,Countryside;land ownership;
"Hopkin, Bryan",Unemployment and the demand for labour,67,Feb-1988,Ulster,labour;unemployment
"Minhinnick, Robert",Breath of the dragon,67,Feb-1988,,tourism
"Edwards, G.E.",Employment policies and rationalisation in the GDR,67,Feb-1988,German Democratic Republic,employment
"Davies, Gareth Alban",From Barcelona to Llangrannog,67,Feb-1988,Barcelona;Llangrannog;Catalonia,"publishing;Gili, Joan;Gili, Martin;"
"Jones, Bobi",Stories of the land,67,Feb-1988,,
Bush Jacob,Four poems,67,Feb-1988,,poem;
"Meredith, Christopher",Moon through binoculars,67,Feb-1988,,poem;
"Pugh, Sheenagh",The climate of the country,67,Feb-1988,,poem;
"WILLIAMS, MERRYN","Raymond Williams, 1921-88",68,Apr-1988,,"Williams, Raymond;obituary"
"Iorweth, Dylan",Two months,68,Apr-1988,,column;current affairs;
"THOMAS, NED",Keep talking!,68,Apr-1988,,
"Davies, Gwen",Dam the consequences (I),68,Apr-1988,,tidal barrage schemes
Ffrancon,Dai Dialectic and the body politic,68,Apr-1988,,cartoon;
"Jones, Dewi Morris",When will they ever learn?,68,Apr-1988,Brittany;,education;language;
"THOMAS, NED",When will they ever learn?,68,Apr-1988,Brittany;,education;language;
"SMITH, DORIAN LLEWELYN",An image for the Word,68,Apr-1988,,art;religion;
"WILLIAMS, GWYN A.",Are Welsh historians putting on the style?,68,Apr-1988,,Historiography
"Jones, P. Bernard",A sense of place,68,Apr-1988,England;Wales;,Anglo-Welsh literature;teaching;education;teaching of English in Wales
"Dabydeen, David",From Care to Cambridge,68,Apr-1988,Cambridge;Carribean,immigration;identity
"Jones, Sally Roberts",Spiderman and the triple goddess,68,Apr-1988,,Comics
"Evans, Gwynfor",The 1536 Act of Incorporation and the Welsh language (I),68,Apr-1988,,Acts of Union (1536);
"Anderson, Victor",How to spend a million pounds,68,Apr-1988,,Eastern Europe;economics
"Osmond, John",Christopher Harvie's vision of Scotland 2000,68,Apr-1988,Scotland;,
"WILLIAMS, RAYMOND",Art: freedom as duty,68,Apr-1988,,arts;
"Minhinnick, Robert",Animal crackers,68,Apr-1988,,Vegetarianism;environment;
"PIERCY, JILL",Between two arts,68,Apr-1988,Enlli;,"Chamberlain, Brenda;Painting of and in Wales"
"THIOL, ALFRED",The interrogation room,68,Apr-1988,,
"Brown, Stewart",3S,68,Apr-1988,,poem;
"Brown, Stewart",With all my griefs in my arms,68,Apr-1988,,poem;
"Dabydeen, David",Burning down the fields,68,Apr-1988,,poem;
"Dabydeen, David",The new poetry,68,Apr-1988,,poem;
"Earle, Jean",Wednesdays,68,Apr-1988,,poem;
"Schwenk, Norman",St David's Hall,68,Apr-1988,,poem;
"Thomas, R.S.",RIP 1588-1988,68,Apr-1988,,poem;
"Davies, Gwen",Dam the consequences (II),69,Jun-1988,,barrage schemes;
"Evans, Gwynfor",The 1536 Act of Incorporation and the Welsh language (II),69,Jun-1988,,Acts of Union (1536);
"Jones, R. Gerallt","""She isn't the only one""",69,Jun-1988,India;Bangladesh;Bhutan;Maldives;Nepal;Pakistan;Sri Lanka;,slums
"Davies, Gwen",The book trade,69,Jun-1988,,Publishing; Wales
"Iorweth, Dylan",Two months,69,Jun-1988,,column;current affairs;
"THOMAS, NED",Media futures,69,Jun-1988,,
"PERRIN, JIM",Trawsfynydd and the environment,69,Jun-1988,Trawsfynydd;Cherobyl,nuclear power
"Gimblett, John",Diary of an Indian train journey,69,Jun-1988,India;Bangladesh;Bhutan;Maldives;Nepal;Pakistan;Sri Lanka;,railways;trains
"WILLIAMS, EMYR W.",The state without the people,69,Jun-1988,,Campaign for a Welsh Assmbly;devolution;
"Padfield, Tony",The Foreman's tale,69,Jun-1988,,judicial system;law
"PADFIELD, TONY",The Foreman's tale,69,Jun-1988,,judicial system;law
"Minhinnick, Robert",Taking it,69,Jun-1988,,social security/ deprivation;poverty
"Gwynn, Elinor",Churning it out,69,Jun-1988,,cheese manufacture
"Bianchi, Tony",An Englishman and something more,69,Jun-1988,England;,
"Barnie, John",Shot the innocent man,69,Jun-1988,,Murder ballads
"THOMAS, NED",Great years at Druzhba Naradov,69,Jun-1988,Soviet Union;,Literature;Soviet
"Jones, P. Bernard",The anonymous lecturer,69,Jun-1988,,"Jones, T. Harri"
"SMITH, PETER",The dissatisfaction of T. Harri Jones,69,Jun-1988,,"Jones, T. Harri"
"Bishop, Patricia",Pagan burial,69,Jun-1988,,poem;
"Bishop, Patricia",Shipwreck,69,Jun-1988,,poem;
"Clancy, Joseph P.",Cheap grace,69,Jun-1988,,poem;
"Gimblett, John",Calcutta streetscene,69,Jun-1988,,poem;
"Hill, Greg",R.S. Th ,69,Jun-1988,,poem;
"Jenkins, Mike",A newt in the classroom,69,Jun-1988,,poem;
"Schwenk, Norman","Blackweir, River Taff",69,Jun-1988,,poem;
"Bianchi, Tony",An Englishman and something more,70,Aug-1988,England;,
"Minhinnick, Robert",A supermarket trollein the rainforest,70,Aug-1988,Indonesia;,rainforests;environment;pollution;
"THOMAS, NED",Can Plaid Cymru survive until 1994?,70,Aug-1988,,"Plaid CymruNationalism,Welsh"
"Iorweth, Dylan",Two months,70,Aug-1988,,column;current affairs;
"Hudson, Clare",Gwent returns to Wales,70,Aug-1988,Gwent;,National Eisteddfod
"RHIANNON, SIAN",The fight for Rhymney,70,Aug-1988,Rhymney Valley,
Ffrancon,Dai Dialectic and the body politic,70,Aug-1988,,cartoon;
"PRICE, BRIAN",Re-Chem : a legacy of suspicion,70,Aug-1988,,pollution
"REES, GARETH",The Valleys initiative,70,Aug-1988,,
"Carrog, Eleri",Cameran v Arfon,70,Aug-1988,,employment;Welsh language;Race Relations Act;racism;
"Gramich, Katie",The luck of the Near-East commuter (intervview with wyn Williams),70,Aug-1988,,
"WILLIAMS, GWYN",The luck of the Near-East commuter (interview with Katie Jones),70,Aug-1988,,
"THOMAS, R.S.",Unity,70,Aug-1988,,religion
"Hudson, Keith",The Chartists - contemporary political songwriting,70,Aug-1988,,Chartists (folk singers);music;political songs;
"Barnie, John",Askans Konung - the King of ashes,70,Aug-1988,Sweden,"poetry,Swedish"
"Mitchell, J.Lawrence",Home and abroad: the dilemma of Rhys Davis,70,Aug-1988,,"Davies, Rhys"
"Aspen, Bryan",Blackening to Goya,70,Aug-1988,,poem;
"WILIAMS, GERWYN",Options and allegiances,71,Oct-1988,,"Humphreys, Emyr"
"REES, TERESA",Monica wants to be an engineer,71,Oct-1988,,Employment;women
"WATTS, MURRAY",The dissident condition (interview with Emyr Humphreys),71,Oct-1988,,
"PUGH, SHEENAGH",Isms,71,Oct-1988,,prejudice;sexism;steretyping
"Greenslade, David",English only: Ogwr Borough Council,71,Oct-1988,Bridgend;,
"Iorweth, Dylan",Two months,71,Oct-1988,,column;current affairs;
"Blake, Laurel",Short listed or short changed?,71,Oct-1988,,
"Minhinnick, Robert",Acid rain in Snowdonia,71,Oct-1988,Snowdonia;,environment;acid rain;
"THOMAS, NED",The Welsh Language Board and higher education,71,Oct-1988,,Welsh language
Ffrancon,Dai Dialectic and the body politic,71,Oct-1988,,cartoon;
"Morgan, Clarke",Welsh Union of Writers conference,71,Oct-1988,,Welsh Union of Writers
"Jones, R. Gerallt",Euros Bowen - the dogged innovator,71,Oct-1988,,
" Humphreys, Emyr",The dissent condition (interview with Murray Watts),71,Oct-1988,,
"Barnie, John",Beauty and bread,71,Oct-1988,,"Thomas, R.S."
"Griffith, T. Gwynfor",Thoughts on the death of a scholar,71,Oct-1988,,Italian;scholarship
"ROSS, BRUCE CLUNIES",The art of Randolph Stow,71,Oct-1988,,"Stow, Randolph;art"
"STOW, Randolph",Remembering Mr Atkinson,71,Oct-1988,Ireland;,"Atkinson, Frederick Mac Curdy;Joyce, James"
"Bowen, Euros",Yr alarch/the swan,71,Oct-1988,,poem;
"Bowen, Euros",Asgelliad o aur/winged in gold (tr. R. Gerallt Jones),71,Oct-1988,,poem;
"Gruffydd, Peter",Edward Llwyd & time to come,71,Oct-1988,,poem;
"Henry, Paul",Honeymoon at Castletownsend,71,Oct-1988,,poem;
"Jones, R.Gerallt",Winged in gold (tr.),71,Oct-1988,,poem;
"Llewellyn-Williams, Hilary",To the islands (Winter Solstice 1987),71,Oct-1988,,poem;
"McKelliget, Phil",On the dole,71,Oct-1988,,poem;
