date,name,category,value
1977-11-01,"Irish language",some,1
1977-11-01,"Breton language",some,1
1977-11-01,Gypsies,some,1
1977-11-01,Roma,some,1
1977-11-01,society,some,1
1977-11-01,Gaelic,some,1
1977-11-01,Scottish,some,1
1977-11-01,"Colonialism, internal",some,1
1977-11-01,"Wales as a colony",some,1
1977-11-01,"Lord, Peter",some,1
1977-11-01,sculpture,some,1
1977-11-01,"Humphreys, Emyr",some,1
1977-11-01,China,some,1
1977-11-01,Catalunya,some,1
1977-11-01,"Garlick, Raymond",some,1
1977-11-01,"Brown, George Mackay",some,1
1977-11-01,"Council of Europe",some,1
1977-11-01,"European Community",some,1
1977-11-01,football,some,1
1977-11-01,"social history",some,1
1977-11-01,marriage,some,2
1978-01-01,socialism,some,5
1978-01-01,nationalism,some,12
1978-01-01,"United Nations",some,1
1978-01-01,peacekeeping,some,1
1978-01-01,culture,some,8
1978-01-01,"commune movement",some,1
1978-01-01,"Jones, Jack",some,1
1978-01-01,"steel industry",some,1
1978-01-01,"Verdi, Guiseppe",some,1
1978-01-01,music,some,2
1978-01-01,"Eye on Wales (series)",some,27
1978-01-01,"Welsh Office",some,1
1978-01-01,"social accounting",some,1
1978-01-01,rugby,some,2
1978-01-01,poem,some,145
1978-01-01,broadcasting,some,14
1978-01-01,"future of broadcasting, the (symposium)",some,7
1978-01-01,regionalism,some,1
1978-01-01,translation,some,2
1978-01-01,"Welsh language",some,18
1978-01-01,"Wagner, Richard",some,1
1978-01-01,"small press publications",some,1
1978-01-01,"Roberts, Kate",some,1
1978-01-01,eisteddfodau,some,2
1978-01-01,"Griffiths, Ivander",some,1
1978-01-01,"radio, commercial",some,1
1978-01-01,press,some,1
1978-01-01,"Welsh London",some,1
1978-01-01,economy,some,1
1978-01-01,coal,some,2
1978-01-01,industry,some,4
1978-01-01,collieries,some,1
1978-01-01,"Adams, Norman",some,1
1978-01-01,"Forestry Commission",some,2
1978-01-01,forestry,some,2
1978-01-01,crime-writing,some,1
1978-01-01,"detective stories",some,1
1978-01-01,thrillers,some,1
1978-01-01,"Regional Employment Premium",some,1
1978-01-01,"Cymdeithas yr Iaith",some,5
1978-01-01,"road signs",some,2
1978-01-01,"Welsh Language Society",some,5
1978-01-01,consortium,some,1
1978-01-01,"local authorities",some,1
1978-01-01,building,some,1
1978-01-01,bilingualism,some,6
1978-01-01,language,some,20
1978-01-01,protest,some,2
1978-01-01,Irish,some,1
1978-01-01,Hebrew,some,1
1978-01-01,literature,some,7
1978-01-01,"University of Wales",some,2
1978-01-01,freedom,some,1
1978-01-01,peace,some,1
1978-01-01,revolution,some,1
1978-01-01,Brittany,some,1
1978-01-01,learning,some,1
1978-01-01,"Living in Wales (series)",some,8
1978-01-01,"Wordsworth, William",some,1
1978-01-01,design,some,1
1978-01-01,borders,some,1
1978-01-01,"Anand, Mulk Raj",some,1
1978-01-01,"College of Europe",some,1
1978-01-01,"Thomas, Dylan",some,2
1978-01-01,education,some,4
1978-01-01,radio,some,2
1978-01-01,"Radio Free Scotland",some,1
1978-01-01,schools,some,1
1978-01-01,"House of Commons",some,1
1978-01-01,"Welsh affairs",some,2
1978-01-01,parliament,some,1
1978-01-01,"Basque nationalism",some,1
1978-01-01,"Burgos trials",some,1
1978-01-01,ETA,some,3
1978-01-01,"Euzkadi Ta Azkatasuna",some,3
1978-01-01,"national characteristics",some,2
1978-01-01,Welshman,some,2
1978-01-01,characteristics,some,2
1978-01-01,.,some,1
1978-01-01,arts,some,3
1978-01-01,"Welsh Arts Council",some,2
1978-01-01,newspapers,some,6
1978-01-01,"Cardiff people's paper",some,1
1978-01-01,"press, reporting",some,1
1978-01-01,"Reporting Wales",some,1
1978-01-01,"Times, the",some,1
1978-01-01,"Western Mail",some,1
1978-01-01,"London Welshman",some,1
1978-01-01,"magazines, Wales",some,2
1978-01-01,Radical,some,1
1978-01-01,"Anglo-Welsh Review",some,1
1978-01-01,"Dock Leaves",some,1
1978-01-01,"Richards, Ceri",some,1
1978-01-01,art,some,3
1978-01-01,Gastarbeiter,some,1
1978-01-01,co-operatives,some,1
1978-01-01,Kibbutzim,some,1
1978-01-01,"World War I",some,2
1978-01-01,leadmines,some,1
1978-01-01,"public opinion",some,1
1978-01-01,"slate industry",some,4
1978-01-01,"Welsh literature",some,2
1978-01-01,Commonwealth,some,1
1978-01-01,"Anglo-Welsh literature",some,8
1978-01-01,"Unamuno, Miguel de",some,1
1978-01-01,"legal system",some,2
1978-01-01,police,some,6
1978-01-01,law,some,6
1978-01-01,"civil liberties",some,1
1978-01-01,"penal system",some,2
1978-01-01,"remand system",some,1
1978-01-01,"Powys, John Cowper",some,1
1978-01-01,devolution,some,5
1978-01-01,pseudonymous,some,1
1978-01-01,"Scottish Gaeldom (series)",some,1
1978-01-01,"Gaelic language",some,1
1978-01-01,crofting,some,1
1978-01-01,"Gaelic music",some,1
1978-01-01,publishing,some,1
1978-01-01,"Welsh Books Council",some,1
1978-01-01,transport,some,1
1978-01-01,"National Arts Centre",some,2
1978-01-01,politics,some,7
1978-01-01,"National Eisteddfod",some,2
1978-01-01,"Meyer, Carl",some,1
1978-01-01,recording,some,1
1978-01-01,radicalism,some,1
1978-01-01,containerisation,some,1
1978-01-01,standardisation,some,1
1978-01-01,television,some,4
1978-01-01,women,some,2
1978-01-01,"motorway travel",some,1
1978-01-01,"higher education",some,3
1978-01-01,UNESCO,some,2
1978-01-01,"Symposium of Linguisitic and Cultural Diversity",some,2
1978-01-01,poetry,some,2
1978-01-01,"English literature",some,2
1978-01-01,"Breton nationalism",some,1
1978-01-01,"oil industry",some,1
1978-01-01,"adult education",some,1
1978-01-01,Immigration,some,1
1978-01-01,Haganah,some,1
1978-01-01,"Common Market",some,6
1978-01-01,EEC,some,6
1978-01-01,"Lewis, Saunders",some,1
1978-01-01,"Jenkins, John",some,1
1978-01-01,"children's books",some,1
1978-01-01,"Aitmatov, Chingiz",some,1
1978-01-01,"Suleimenov, Olijas",some,1
1978-01-01,"Simachko, Maurice",some,1
1978-01-01,"Nurpeissov, Abdizhamil",some,1
1978-01-01,russian,some,1
1978-01-01,"Hughes, John",some,1
1978-01-01,"humour, Russian",some,1
1978-01-01,"College of the Nationalities",some,1
1978-01-01,history,some,1
1978-01-01,"Indonesian embassy",some,1
1978-01-01,"Howard League for Penal Reform, The",some,1
1978-01-01,"Coombes, Bert",some,1
1978-01-01,"Solzhenitsyn, Aleksandr Isayevich",some,2
1978-01-01,"Aberdare report",some,1
1978-01-01,dialect,some,2
1978-01-01,"language learning",some,3
1978-01-01,Welsh,some,5
1978-01-01,"minority group",some,1
1978-01-01,"minority group culture",some,1
1978-01-01,Basque,some,2
1978-01-01,army,some,1
1978-01-01,"Royal Welch Fusiliers",some,1
1978-01-01,"Goodwin, Geraint",some,1
1978-01-01,"Flemish universities",some,2
1978-01-01,"Dutch language",some,2
1978-01-01,universities,some,1
1978-01-01,Gwenallt,some,1
1978-01-01,"language, scientific",some,1
1978-01-01,science,some,1
1978-01-01,Corsica,some,1
1978-01-01,"separatist movements",some,1
1978-01-01,"Trade unions",some,1
1978-01-01,"Cornish language",some,1
1978-01-01,"Comprehensive education",some,1
1978-01-01,"Humphreys, E.O.",some,1
1978-01-01,"broadcasting (Wales)",some,2
1978-01-01,"commercial radio",some,1
1978-01-01,"Swansea Sound Ltd",some,1
1978-01-01,Romanticism,some,1
1978-01-01,tourism,some,1
1978-01-01,romantic,some,1
1978-01-01,"Peacock, Thomas Love",some,1
1978-01-01,"British Labour Party",some,1
1978-01-01,"Labour Party, Scottish",some,1
1978-01-01,"Wales in art",some,1
1978-01-01,engraving,some,1
1978-01-01,painting,some,1
1978-01-01,"local government",some,2
1978-01-01,Christianity,some,2
1978-01-01,farming,some,2
1978-01-01,nonconformity,some,1
1978-01-01,religion,some,1
1978-01-01,sociology,some,1
1978-01-01,"Community councils",some,1
1978-01-01,typography,some,1
1978-01-01,printing,some,1
1978-01-01,"art in Wales",some,1
1978-01-01,Eisteddfodau,some,1
1978-01-01,Ballads,some,1
1978-01-01,"Welsh broadside",some,1
1978-01-01,"broadside ballads, Welsh",some,1
1978-01-01,"Irish history",some,1
1978-01-01,"Irish politics",some,1
1978-01-01,agriculture,some,1
1978-01-01,"Illich, Ivan",some,1
1978-01-01,"Creole culture",some,1
1978-01-01,"West Indies",some,1
1978-01-01,"Gaelic (Irish)",some,2
1978-01-01,"Rhys, Jean",some,2
1978-01-01,"German language",some,1
1978-01-01,"Bern dialect",some,1
1978-01-01,architecture,some,1
1978-01-01,"Clough, Sir Richard",some,1
1978-01-01,Lusatia,some,1
1978-01-01,Sorbs,some,1
1978-01-01,"Sauerwein, Georg",some,1
1978-01-01,"short story",some,1
1978-01-01,"Arts Council",some,1
1978-01-01,drama,some,1
1978-01-01,"Durrenmatt, Friedrich",some,1
1978-01-01,"Thoms, R.S.",some,1
1978-01-01,Bangor,some,1
1978-01-01,"University College",some,1
1978-01-01,"Thomas, Edward",some,1
1978-01-01,"Thomas, Helen",some,1
1978-01-01,"Irish language",some,1
1978-01-01,"Breton language",some,1
1978-01-01,Gypsies,some,1
1978-01-01,Roma,some,1
1978-01-01,society,some,1
1978-01-01,Gaelic,some,1
1978-01-01,Scottish,some,1
1978-01-01,"Colonialism, internal",some,1
1978-01-01,"Wales as a colony",some,1
1978-01-01,"Lord, Peter",some,1
1978-01-01,sculpture,some,1
1978-01-01,"Humphreys, Emyr",some,1
1978-01-01,China,some,1
1978-01-01,Catalunya,some,1
1978-01-01,"Garlick, Raymond",some,1
1978-01-01,"Brown, George Mackay",some,1
1978-01-01,"Council of Europe",some,1
1978-01-01,"European Community",some,1
1978-01-01,football,some,1
1978-01-01,"social history",some,1
1978-01-01,marriage,some,2
1978-01-01,Canada,some,1
1978-01-01,"Politics, Quebec",some,1
1978-01-01,"Bevan, Aneurin",some,1
1978-01-01,rural,some,1
1978-01-01,"creative writing",some,1
1978-04-01,socialism,some,5
1978-04-01,nationalism,some,12
1978-04-01,"United Nations",some,1
1978-04-01,peacekeeping,some,1
1978-04-01,culture,some,8
1978-04-01,"commune movement",some,1
1978-04-01,"Jones, Jack",some,1
1978-04-01,"steel industry",some,1
1978-04-01,"Verdi, Guiseppe",some,1
1978-04-01,music,some,2
1978-04-01,"Eye on Wales (series)",some,27
1978-04-01,"Welsh Office",some,1
1978-04-01,"social accounting",some,1
1978-04-01,rugby,some,2
1978-04-01,poem,some,151
1978-04-01,broadcasting,some,14
1978-04-01,"future of broadcasting, the (symposium)",some,7
1978-04-01,regionalism,some,1
1978-04-01,translation,some,2
1978-04-01,"Welsh language",some,18
1978-04-01,"Wagner, Richard",some,1
1978-04-01,"small press publications",some,1
1978-04-01,"Roberts, Kate",some,2
1978-04-01,eisteddfodau,some,2
1978-04-01,"Griffiths, Ivander",some,1
1978-04-01,"radio, commercial",some,1
1978-04-01,press,some,1
1978-04-01,"Welsh London",some,1
1978-04-01,economy,some,1
1978-04-01,coal,some,2
1978-04-01,industry,some,4
1978-04-01,collieries,some,1
1978-04-01,"Adams, Norman",some,1
1978-04-01,"Forestry Commission",some,2
1978-04-01,forestry,some,2
1978-04-01,crime-writing,some,1
1978-04-01,"detective stories",some,1
1978-04-01,thrillers,some,1
1978-04-01,"Regional Employment Premium",some,1
1978-04-01,"Cymdeithas yr Iaith",some,5
1978-04-01,"road signs",some,2
1978-04-01,"Welsh Language Society",some,5
1978-04-01,consortium,some,1
1978-04-01,"local authorities",some,1
1978-04-01,building,some,1
1978-04-01,bilingualism,some,7
1978-04-01,language,some,20
1978-04-01,protest,some,2
1978-04-01,Irish,some,1
1978-04-01,Hebrew,some,1
1978-04-01,literature,some,8
1978-04-01,"University of Wales",some,2
1978-04-01,freedom,some,1
1978-04-01,peace,some,1
1978-04-01,revolution,some,1
1978-04-01,Brittany,some,1
1978-04-01,learning,some,1
1978-04-01,"Living in Wales (series)",some,8
1978-04-01,"Wordsworth, William",some,1
1978-04-01,design,some,1
1978-04-01,borders,some,1
1978-04-01,"Anand, Mulk Raj",some,1
1978-04-01,"College of Europe",some,1
1978-04-01,"Thomas, Dylan",some,2
1978-04-01,education,some,4
1978-04-01,radio,some,2
1978-04-01,"Radio Free Scotland",some,1
1978-04-01,schools,some,1
1978-04-01,"House of Commons",some,1
1978-04-01,"Welsh affairs",some,2
1978-04-01,parliament,some,1
1978-04-01,"Basque nationalism",some,1
1978-04-01,"Burgos trials",some,1
1978-04-01,ETA,some,3
1978-04-01,"Euzkadi Ta Azkatasuna",some,3
1978-04-01,"national characteristics",some,2
1978-04-01,Welshman,some,2
1978-04-01,characteristics,some,2
1978-04-01,.,some,1
1978-04-01,arts,some,3
1978-04-01,"Welsh Arts Council",some,2
1978-04-01,newspapers,some,6
1978-04-01,"Cardiff people's paper",some,1
1978-04-01,"press, reporting",some,1
1978-04-01,"Reporting Wales",some,1
1978-04-01,"Times, the",some,1
1978-04-01,"Western Mail",some,1
1978-04-01,"London Welshman",some,1
1978-04-01,"magazines, Wales",some,2
1978-04-01,Radical,some,1
1978-04-01,"Anglo-Welsh Review",some,1
1978-04-01,"Dock Leaves",some,1
1978-04-01,"Richards, Ceri",some,1
1978-04-01,art,some,3
1978-04-01,Gastarbeiter,some,1
1978-04-01,co-operatives,some,1
1978-04-01,Kibbutzim,some,1
1978-04-01,"World War I",some,2
1978-04-01,leadmines,some,1
1978-04-01,"public opinion",some,1
1978-04-01,"slate industry",some,4
1978-04-01,"Welsh literature",some,2
1978-04-01,Commonwealth,some,1
1978-04-01,"Anglo-Welsh literature",some,8
1978-04-01,"Unamuno, Miguel de",some,1
1978-04-01,"legal system",some,2
1978-04-01,police,some,6
1978-04-01,law,some,6
1978-04-01,"civil liberties",some,1
1978-04-01,"penal system",some,2
1978-04-01,"remand system",some,1
1978-04-01,"Powys, John Cowper",some,1
1978-04-01,devolution,some,5
1978-04-01,pseudonymous,some,1
1978-04-01,"Scottish Gaeldom (series)",some,1
1978-04-01,"Gaelic language",some,1
1978-04-01,crofting,some,1
1978-04-01,"Gaelic music",some,1
1978-04-01,publishing,some,1
1978-04-01,"Welsh Books Council",some,1
1978-04-01,transport,some,1
1978-04-01,"National Arts Centre",some,2
1978-04-01,politics,some,7
1978-04-01,"National Eisteddfod",some,2
1978-04-01,"Meyer, Carl",some,1
1978-04-01,recording,some,1
1978-04-01,radicalism,some,1
1978-04-01,containerisation,some,1
1978-04-01,standardisation,some,1
1978-04-01,television,some,4
1978-04-01,women,some,2
1978-04-01,"motorway travel",some,1
1978-04-01,"higher education",some,3
1978-04-01,UNESCO,some,2
1978-04-01,"Symposium of Linguisitic and Cultural Diversity",some,2
1978-04-01,poetry,some,2
1978-04-01,"English literature",some,2
1978-04-01,"Breton nationalism",some,1
1978-04-01,"oil industry",some,1
1978-04-01,"adult education",some,1
1978-04-01,Immigration,some,1
1978-04-01,Haganah,some,1
1978-04-01,"Common Market",some,6
1978-04-01,EEC,some,6
1978-04-01,"Lewis, Saunders",some,1
1978-04-01,"Jenkins, John",some,1
1978-04-01,"children's books",some,1
1978-04-01,"Aitmatov, Chingiz",some,1
1978-04-01,"Suleimenov, Olijas",some,1
1978-04-01,"Simachko, Maurice",some,1
1978-04-01,"Nurpeissov, Abdizhamil",some,1
1978-04-01,russian,some,1
1978-04-01,"Hughes, John",some,1
1978-04-01,"humour, Russian",some,1
1978-04-01,"College of the Nationalities",some,1
1978-04-01,history,some,1
1978-04-01,"Indonesian embassy",some,1
1978-04-01,"Howard League for Penal Reform, The",some,1
1978-04-01,"Coombes, Bert",some,1
1978-04-01,"Solzhenitsyn, Aleksandr Isayevich",some,2
1978-04-01,"Aberdare report",some,1
1978-04-01,dialect,some,2
1978-04-01,"language learning",some,3
1978-04-01,Welsh,some,5
1978-04-01,"minority group",some,1
1978-04-01,"minority group culture",some,1
1978-04-01,Basque,some,2
1978-04-01,army,some,1
1978-04-01,"Royal Welch Fusiliers",some,1
1978-04-01,"Goodwin, Geraint",some,1
1978-04-01,"Flemish universities",some,2
1978-04-01,"Dutch language",some,2
1978-04-01,universities,some,1
1978-04-01,Gwenallt,some,1
1978-04-01,"language, scientific",some,1
1978-04-01,science,some,1
1978-04-01,Corsica,some,1
1978-04-01,"separatist movements",some,1
1978-04-01,"Trade unions",some,1
1978-04-01,"Cornish language",some,1
1978-04-01,"Comprehensive education",some,1
1978-04-01,"Humphreys, E.O.",some,1
1978-04-01,"broadcasting (Wales)",some,2
1978-04-01,"commercial radio",some,1
1978-04-01,"Swansea Sound Ltd",some,1
1978-04-01,Romanticism,some,1
1978-04-01,tourism,some,1
1978-04-01,romantic,some,1
1978-04-01,"Peacock, Thomas Love",some,1
1978-04-01,"British Labour Party",some,1
1978-04-01,"Labour Party, Scottish",some,1
1978-04-01,"Wales in art",some,1
1978-04-01,engraving,some,1
1978-04-01,painting,some,1
1978-04-01,"local government",some,2
1978-04-01,Christianity,some,2
1978-04-01,farming,some,2
1978-04-01,nonconformity,some,1
1978-04-01,religion,some,1
1978-04-01,sociology,some,1
1978-04-01,"Community councils",some,1
1978-04-01,typography,some,1
1978-04-01,printing,some,1
1978-04-01,"art in Wales",some,1
1978-04-01,Eisteddfodau,some,1
1978-04-01,Ballads,some,1
1978-04-01,"Welsh broadside",some,1
1978-04-01,"broadside ballads, Welsh",some,1
1978-04-01,"Irish history",some,1
1978-04-01,"Irish politics",some,1
1978-04-01,agriculture,some,1
1978-04-01,"Illich, Ivan",some,1
1978-04-01,"Creole culture",some,1
1978-04-01,"West Indies",some,1
1978-04-01,"Gaelic (Irish)",some,2
1978-04-01,"Rhys, Jean",some,2
1978-04-01,"German language",some,1
1978-04-01,"Bern dialect",some,1
1978-04-01,architecture,some,1
1978-04-01,"Clough, Sir Richard",some,1
1978-04-01,Lusatia,some,1
1978-04-01,Sorbs,some,1
1978-04-01,"Sauerwein, Georg",some,1
1978-04-01,"short story",some,1
1978-04-01,"Arts Council",some,1
1978-04-01,drama,some,1
1978-04-01,"Durrenmatt, Friedrich",some,1
1978-04-01,"Thoms, R.S.",some,1
1978-04-01,Bangor,some,1
1978-04-01,"University College",some,1
1978-04-01,"Thomas, Edward",some,1
1978-04-01,"Thomas, Helen",some,1
1978-04-01,"Irish language",some,1
1978-04-01,"Breton language",some,1
1978-04-01,Gypsies,some,1
1978-04-01,Roma,some,1
1978-04-01,society,some,1
1978-04-01,Gaelic,some,1
1978-04-01,Scottish,some,1
1978-04-01,"Colonialism, internal",some,1
1978-04-01,"Wales as a colony",some,1
1978-04-01,"Lord, Peter",some,1
1978-04-01,sculpture,some,1
1978-04-01,"Humphreys, Emyr",some,1
1978-04-01,China,some,1
1978-04-01,Catalunya,some,1
1978-04-01,"Garlick, Raymond",some,1
1978-04-01,"Brown, George Mackay",some,1
1978-04-01,"Council of Europe",some,1
1978-04-01,"European Community",some,1
1978-04-01,football,some,1
1978-04-01,"social history",some,1
1978-04-01,marriage,some,3
1978-04-01,Canada,some,1
1978-04-01,"Politics, Quebec",some,1
1978-04-01,"Bevan, Aneurin",some,1
1978-04-01,rural,some,1
1978-04-01,"creative writing",some,1
1978-04-01,"Scottish literature",some,1
1978-04-01,teaching,some,1
1978-04-01,psycho-sociology,some,1
1978-04-01,psychology,some,1
1978-06-01,socialism,some,5
1978-06-01,nationalism,some,14
1978-06-01,"United Nations",some,1
1978-06-01,peacekeeping,some,1
1978-06-01,culture,some,8
1978-06-01,"commune movement",some,1
1978-06-01,"Jones, Jack",some,1
1978-06-01,"steel industry",some,1
1978-06-01,"Verdi, Guiseppe",some,1
1978-06-01,music,some,2
1978-06-01,"Eye on Wales (series)",some,27
1978-06-01,"Welsh Office",some,1
1978-06-01,"social accounting",some,1
1978-06-01,rugby,some,2
1978-06-01,poem,some,155
1978-06-01,broadcasting,some,14
1978-06-01,"future of broadcasting, the (symposium)",some,7
1978-06-01,regionalism,some,1
1978-06-01,translation,some,2
1978-06-01,"Welsh language",some,19
1978-06-01,"Wagner, Richard",some,1
1978-06-01,"small press publications",some,1
1978-06-01,"Roberts, Kate",some,2
1978-06-01,eisteddfodau,some,2
1978-06-01,"Griffiths, Ivander",some,1
1978-06-01,"radio, commercial",some,1
1978-06-01,press,some,1
1978-06-01,"Welsh London",some,1
1978-06-01,economy,some,1
1978-06-01,coal,some,2
1978-06-01,industry,some,4
1978-06-01,collieries,some,1
1978-06-01,"Adams, Norman",some,1
1978-06-01,"Forestry Commission",some,2
1978-06-01,forestry,some,2
1978-06-01,crime-writing,some,1
1978-06-01,"detective stories",some,1
1978-06-01,thrillers,some,1
1978-06-01,"Regional Employment Premium",some,1
1978-06-01,"Cymdeithas yr Iaith",some,5
1978-06-01,"road signs",some,2
1978-06-01,"Welsh Language Society",some,5
1978-06-01,consortium,some,1
1978-06-01,"local authorities",some,1
1978-06-01,building,some,1
1978-06-01,bilingualism,some,7
1978-06-01,language,some,22
1978-06-01,protest,some,2
1978-06-01,Irish,some,1
1978-06-01,Hebrew,some,1
1978-06-01,literature,some,8
1978-06-01,"University of Wales",some,2
1978-06-01,freedom,some,1
1978-06-01,peace,some,1
1978-06-01,revolution,some,1
1978-06-01,Brittany,some,1
1978-06-01,learning,some,1
1978-06-01,"Living in Wales (series)",some,8
1978-06-01,"Wordsworth, William",some,1
1978-06-01,design,some,1
1978-06-01,borders,some,1
1978-06-01,"Anand, Mulk Raj",some,1
1978-06-01,"College of Europe",some,1
1978-06-01,"Thomas, Dylan",some,2
1978-06-01,education,some,4
1978-06-01,radio,some,2
1978-06-01,"Radio Free Scotland",some,1
1978-06-01,schools,some,1
1978-06-01,"House of Commons",some,1
1978-06-01,"Welsh affairs",some,2
1978-06-01,parliament,some,1
1978-06-01,"Basque nationalism",some,1
1978-06-01,"Burgos trials",some,1
1978-06-01,ETA,some,3
1978-06-01,"Euzkadi Ta Azkatasuna",some,3
1978-06-01,"national characteristics",some,2
1978-06-01,Welshman,some,2
1978-06-01,characteristics,some,2
1978-06-01,.,some,1
1978-06-01,arts,some,3
1978-06-01,"Welsh Arts Council",some,2
1978-06-01,newspapers,some,6
1978-06-01,"Cardiff people's paper",some,1
1978-06-01,"press, reporting",some,1
1978-06-01,"Reporting Wales",some,1
1978-06-01,"Times, the",some,1
1978-06-01,"Western Mail",some,1
1978-06-01,"London Welshman",some,1
1978-06-01,"magazines, Wales",some,2
1978-06-01,Radical,some,1
1978-06-01,"Anglo-Welsh Review",some,1
1978-06-01,"Dock Leaves",some,1
1978-06-01,"Richards, Ceri",some,1
1978-06-01,art,some,3
1978-06-01,Gastarbeiter,some,1
1978-06-01,co-operatives,some,1
1978-06-01,Kibbutzim,some,1
1978-06-01,"World War I",some,2
1978-06-01,leadmines,some,1
1978-06-01,"public opinion",some,1
1978-06-01,"slate industry",some,4
1978-06-01,"Welsh literature",some,3
1978-06-01,Commonwealth,some,1
1978-06-01,"Anglo-Welsh literature",some,8
1978-06-01,"Unamuno, Miguel de",some,1
1978-06-01,"legal system",some,2
1978-06-01,police,some,6
1978-06-01,law,some,6
1978-06-01,"civil liberties",some,1
1978-06-01,"penal system",some,2
1978-06-01,"remand system",some,1
1978-06-01,"Powys, John Cowper",some,1
1978-06-01,devolution,some,5
1978-06-01,pseudonymous,some,1
1978-06-01,"Scottish Gaeldom (series)",some,1
1978-06-01,"Gaelic language",some,1
1978-06-01,crofting,some,1
1978-06-01,"Gaelic music",some,1
1978-06-01,publishing,some,1
1978-06-01,"Welsh Books Council",some,1
1978-06-01,transport,some,1
1978-06-01,"National Arts Centre",some,2
1978-06-01,politics,some,7
1978-06-01,"National Eisteddfod",some,2
1978-06-01,"Meyer, Carl",some,1
1978-06-01,recording,some,1
1978-06-01,radicalism,some,1
1978-06-01,containerisation,some,1
1978-06-01,standardisation,some,1
1978-06-01,television,some,4
1978-06-01,women,some,2
1978-06-01,"motorway travel",some,1
1978-06-01,"higher education",some,3
1978-06-01,UNESCO,some,2
1978-06-01,"Symposium of Linguisitic and Cultural Diversity",some,2
1978-06-01,poetry,some,2
1978-06-01,"English literature",some,2
1978-06-01,"Breton nationalism",some,1
1978-06-01,"oil industry",some,1
1978-06-01,"adult education",some,1
1978-06-01,Immigration,some,1
1978-06-01,Haganah,some,1
1978-06-01,"Common Market",some,6
1978-06-01,EEC,some,6
1978-06-01,"Lewis, Saunders",some,1
1978-06-01,"Jenkins, John",some,1
1978-06-01,"children's books",some,1
1978-06-01,"Aitmatov, Chingiz",some,1
1978-06-01,"Suleimenov, Olijas",some,1
1978-06-01,"Simachko, Maurice",some,1
1978-06-01,"Nurpeissov, Abdizhamil",some,1
1978-06-01,russian,some,1
1978-06-01,"Hughes, John",some,1
1978-06-01,"humour, Russian",some,1
1978-06-01,"College of the Nationalities",some,1
1978-06-01,history,some,1
1978-06-01,"Indonesian embassy",some,1
1978-06-01,"Howard League for Penal Reform, The",some,1
1978-06-01,"Coombes, Bert",some,1
1978-06-01,"Solzhenitsyn, Aleksandr Isayevich",some,2
1978-06-01,"Aberdare report",some,1
1978-06-01,dialect,some,3
1978-06-01,"language learning",some,3
1978-06-01,Welsh,some,5
1978-06-01,"minority group",some,1
1978-06-01,"minority group culture",some,1
1978-06-01,Basque,some,2
1978-06-01,army,some,1
1978-06-01,"Royal Welch Fusiliers",some,1
1978-06-01,"Goodwin, Geraint",some,1
1978-06-01,"Flemish universities",some,2
1978-06-01,"Dutch language",some,2
1978-06-01,universities,some,1
1978-06-01,Gwenallt,some,1
1978-06-01,"language, scientific",some,1
1978-06-01,science,some,1
1978-06-01,Corsica,some,1
1978-06-01,"separatist movements",some,1
1978-06-01,"Trade unions",some,1
1978-06-01,"Cornish language",some,1
1978-06-01,"Comprehensive education",some,1
1978-06-01,"Humphreys, E.O.",some,1
1978-06-01,"broadcasting (Wales)",some,2
1978-06-01,"commercial radio",some,1
1978-06-01,"Swansea Sound Ltd",some,1
1978-06-01,Romanticism,some,1
1978-06-01,tourism,some,1
1978-06-01,romantic,some,1
1978-06-01,"Peacock, Thomas Love",some,1
1978-06-01,"British Labour Party",some,1
1978-06-01,"Labour Party, Scottish",some,1
1978-06-01,"Wales in art",some,1
1978-06-01,engraving,some,1
1978-06-01,painting,some,1
1978-06-01,"local government",some,2
1978-06-01,Christianity,some,2
1978-06-01,farming,some,2
1978-06-01,nonconformity,some,1
1978-06-01,religion,some,1
1978-06-01,sociology,some,1
1978-06-01,"Community councils",some,1
1978-06-01,typography,some,1
1978-06-01,printing,some,1
1978-06-01,"art in Wales",some,1
1978-06-01,Eisteddfodau,some,1
1978-06-01,Ballads,some,1
1978-06-01,"Welsh broadside",some,1
1978-06-01,"broadside ballads, Welsh",some,1
1978-06-01,"Irish history",some,1
1978-06-01,"Irish politics",some,1
1978-06-01,agriculture,some,1
1978-06-01,"Illich, Ivan",some,1
1978-06-01,"Creole culture",some,1
1978-06-01,"West Indies",some,1
1978-06-01,"Gaelic (Irish)",some,2
1978-06-01,"Rhys, Jean",some,2
1978-06-01,"German language",some,1
1978-06-01,"Bern dialect",some,1
1978-06-01,architecture,some,1
1978-06-01,"Clough, Sir Richard",some,1
1978-06-01,Lusatia,some,1
1978-06-01,Sorbs,some,1
1978-06-01,"Sauerwein, Georg",some,1
1978-06-01,"short story",some,1
1978-06-01,"Arts Council",some,1
1978-06-01,drama,some,1
1978-06-01,"Durrenmatt, Friedrich",some,1
1978-06-01,"Thoms, R.S.",some,1
1978-06-01,Bangor,some,1
1978-06-01,"University College",some,1
1978-06-01,"Thomas, Edward",some,1
1978-06-01,"Thomas, Helen",some,1
1978-06-01,"Irish language",some,1
1978-06-01,"Breton language",some,1
1978-06-01,Gypsies,some,1
1978-06-01,Roma,some,1
1978-06-01,society,some,1
1978-06-01,Gaelic,some,1
1978-06-01,Scottish,some,1
1978-06-01,"Colonialism, internal",some,1
